,booking_ID,traveller_ID,company_ID,booking_date,departure_date,origin,destination,price_usd,status
33,6763507564240483132,304,5,2019-01-05,2019-04-17,New Delhi,Brussels,427,BOOKED
34,4244276475572246320,39,15,2019-01-05,2019-04-21,Amsterdam,Johannesburg,548,BOOKED
35,7667258930729319123,451,2,2019-01-05,2019-04-10,Milano,Amsterdam,222,BOOKED
36,7858001374640646996,323,24,2019-01-05,2019-03-21,New Delhi,Sydney,203,BOOKED
37,2336431185781496700,452,3,2019-01-05,2019-03-13,New Delhi,Lausanne,461,BOOKED
38,3890871217188937168,337,13,2019-01-05,2019-03-28,Sydney,Johannesburg,585,BOOKED
39,8397591538815073456,101,2,2019-01-05,2019-03-17,Warsaw,Lausanne,296,BOOKED
40,1787866756990016141,436,12,2019-01-06,2019-04-24,Brussels,Johannesburg,321,BOOKED
41,1726313551424145456,127,3,2019-01-06,2019-04-10,Sydney,Athens,765,BOOKED
42,5105057602388990674,134,10,2019-01-06,2019-04-09,Prague,Paris,798,BOOKED
43,8825137402352841563,442,18,2019-01-06,2019-03-06,Sydney,Lausanne,640,BOOKED
44,2492183334092216355,355,6,2019-01-06,2019-03-09,Paris,Johannesburg,428,BOOKED
45,1740696481879158403,64,15,2019-01-06,2019-03-08,Bogota,New Mexico,320,BOOKED
46,4465095858556744207,194,20,2019-01-06,2019-03-25,Bogota,Dubai,714,BOOKED
47,2574352224727218846,4,5,2019-01-06,2019-03-23,Beijing,Hong Kong,601,BOOKED
48,7512060005628938621,323,24,2019-01-07,2019-03-20,Sao Paolo,Lausanne,754,BOOKED
49,6905162723221790388,66,17,2019-01-07,2019-04-28,Madrid,Amsterdam,278,BOOKED
50,1450361972523974918,43,19,2019-01-07,2019-03-27,Buenos Aires,Kiev,540,BOOKED
51,4847315725375133173,266,17,2019-01-07,2019-04-30,Paris,Amsterdam,56,BOOKED
52,4318268560677246963,92,18,2019-01-07,2019-04-27,Munich,Osaka,572,BOOKED
53,3049664911873377325,13,14,2019-01-07,2019-04-14,Berlin,Hong Kong,812,BOOKED
54,4271523968792672122,13,14,2019-01-07,2019-04-24,Sao Paolo,Oslo,765,BOOKED
55,2036028634519348566,228,4,2019-01-07,2019-04-11,Madrid,Dubai,181,BOOKED
56,1930411473786864558,189,15,2019-01-07,2019-04-19,Budapest,Sofia,447,BOOKED
57,2732756821626389997,195,21,2019-01-07,2019-04-05,Osaka,Sydney,256,BOOKED
58,8261372408919415117,345,21,2019-01-07,2019-03-14,Sydney,Madrid,147,BOOKED
59,436284557177847384,88,14,2019-01-07,2019-04-19,Prague,Johannesburg,625,BOOKED
60,8689229711870327476,26,2,2019-01-08,2019-03-16,Amsterdam,Sydney,288,BOOKED
61,4209778827442294005,500,1,2019-01-08,2019-04-13,Dubai,Sofia,590,BOOKED
62,281136080934273627,409,10,2019-01-08,2019-03-13,Amsterdam,New York,328,BOOKED
63,4986807437439316931,104,5,2019-01-08,2019-05-06,Bogota,Hong Kong,724,BOOKED
64,3222136791649063874,198,24,2019-01-08,2019-03-21,New Delhi,Paris,626,BOOKED
65,5350508059912656059,300,1,2019-01-08,2019-05-04,Sydney,Munich,353,BOOKED
66,7314540788739810893,312,13,2019-01-09,2019-03-15,Sydney,Osaka,709,BOOKED
67,254763557945705114,473,24,2019-01-09,2019-03-16,Amsterdam,Dubai,93,BOOKED
68,1767053467758252986,380,6,2019-01-09,2019-04-16,Los Angeles,Sao Paolo,751,BOOKED
69,3626045914964215411,150,1,2019-01-09,2019-04-18,Dubai,Oslo,635,BOOKED
70,242664335198920087,299,25,2019-01-09,2019-03-18,Sofia,Brussels,158,BOOKED
71,4122690473188160862,455,6,2019-01-10,2019-05-08,Lisbon,Cairo,275,BOOKED
72,725348449654295852,497,23,2019-01-10,2019-05-07,Prague,Kiev,320,BOOKED
73,5519226396189784639,138,14,2019-01-10,2019-04-25,London,New York,421,BOOKED
74,6999794595158247586,186,12,2019-01-10,2019-04-29,Sydney,Moscow,144,BOOKED
75,3402511552442095885,305,6,2019-01-10,2019-04-27,Lausanne,Oslo,321,BOOKED
76,4595371171302080640,206,7,2019-01-10,2019-04-18,Amsterdam,Sydney,592,BOOKED
77,7259256831963658844,171,22,2019-01-10,2019-04-18,Budapest,Beijing,556,BOOKED
78,125687717908623853,287,13,2019-01-10,2019-04-17,Sydney,Warsaw,694,BOOKED
79,8320561850469132857,434,10,2019-01-10,2019-04-19,Paris,Budapest,677,BOOKED
80,5598157492938309523,77,3,2019-01-11,2019-04-04,Beijing,Budapest,56,BOOKED
81,4935999162405180711,118,19,2019-01-11,2019-04-14,Kiev,Hong Kong,531,BOOKED
82,5961276255146518441,335,11,2019-01-11,2019-03-25,Brussels,Paris,27,BOOKED
83,3251296119930415771,50,1,2019-01-11,2019-05-09,Sydney,Paris,724,BOOKED
84,7510913678722537466,155,6,2019-01-11,2019-04-13,Sao Paolo,Sydney,537,BOOKED
85,927463609493904444,129,5,2019-01-11,2019-05-04,Sydney,Stockholm,253,BOOKED
86,7752023008568299498,442,18,2019-01-12,2019-04-27,Stockholm,Sao Paolo,536,BOOKED
87,3607533356940642244,71,22,2019-01-12,2019-05-01,Sao Paolo,Hong Kong,153,BOOKED
88,775517245163134809,410,11,2019-01-12,2019-05-06,Stockholm,Sao Paolo,702,BOOKED
89,5046487140330462973,339,15,2019-01-12,2019-04-12,Hong Kong,Paris,160,BOOKED
90,5419416917478222919,353,4,2019-01-12,2019-03-22,Amsterdam,Prague,592,CANCELLED
91,3649038702498894368,143,19,2019-01-13,2019-05-01,Johannesburg,Hong Kong,138,BOOKED
92,9017199038564929033,384,10,2019-01-13,2019-04-07,Amsterdam,Sao Paolo,642,BOOKED
93,4494039068416592501,375,1,2019-01-13,2019-03-23,Cairo,Paris,135,BOOKED
94,6500202850385779918,400,1,2019-01-13,2019-04-10,Hong Kong,Sao Paolo,141,BOOKED
95,652995930009206412,375,1,2019-01-13,2019-04-15,Toronto,Sydney,496,BOOKED
96,3152457226434610604,129,5,2019-01-13,2019-05-09,Osaka,Stockholm,301,BOOKED
97,7565719830872409308,141,17,2019-01-13,2019-04-12,Lausanne,Stockholm,623,BOOKED
98,8035654799508220753,194,20,2019-01-14,2019-04-29,Lisbon,Tokyo,719,BOOKED
99,3815257083075964115,386,12,2019-01-14,2019-04-23,Sydney,Madrid,564,BOOKED
100,8587846231735362339,385,11,2019-01-14,2019-04-11,London,Hong Kong,176,BOOKED
101,3094744574577728745,224,25,2019-01-14,2019-04-07,Tokyo,Paris,248,BOOKED
102,3760051216638205928,100,1,2019-01-14,2019-03-16,Amsterdam,Dubai,268,BOOKED
103,1988600841207050295,108,9,2019-01-14,2019-04-11,Sydney,Athens,688,BOOKED
104,6122198131296192996,124,25,2019-01-14,2019-03-18,Brussels,Amsterdam,459,BOOKED
105,3686131220243590812,292,18,2019-01-14,2019-04-22,Paris,Prague,615,BOOKED
106,35321591651787261,486,12,2019-01-15,2019-04-22,Buenos Aires,Oslo,55,BOOKED
107,4716997937878572461,238,14,2019-01-15,2019-05-04,Oslo,Sao Paolo,799,BOOKED
108,535787583837996318,247,23,2019-01-15,2019-03-30,Tokyo,Amsterdam,241,BOOKED
109,8986002354057946353,297,23,2019-01-15,2019-05-01,Sydney,New Mexico,583,BOOKED
110,8222529170894010621,9,10,2019-01-15,2019-03-22,Sydney,Sofia,178,BOOKED
111,5164634834447364816,483,9,2019-01-15,2019-04-14,Buenos Aires,Sydney,817,BOOKED
112,3818652341662753518,111,12,2019-01-15,2019-04-23,Milano,New Mexico,104,BOOKED
113,7891360682731687099,464,15,2019-01-15,2019-04-21,Los Angeles,Sydney,637,BOOKED
114,7047124791998391140,68,19,2019-01-15,2019-05-01,Prague,Stockholm,229,BOOKED
115,6660918084211405486,45,21,2019-01-15,2019-03-23,Buenos Aires,Los Angeles,774,BOOKED
116,7564097651874256594,73,24,2019-01-15,2019-03-24,Budapest,Amsterdam,192,BOOKED
117,1932199612502900603,440,16,2019-01-15,2019-04-11,Paris,Sao Paolo,348,BOOKED
118,5350508059912656059,300,1,2019-01-15,2019-05-04,Sydney,Munich,342,CANCELLED
119,7565719830872409308,141,17,2019-01-15,2019-04-12,Lausanne,Stockholm,522,CANCELLED
120,7613615880725224845,490,16,2019-01-16,2019-04-28,New Mexico,Athens,594,BOOKED
121,4322131170130660669,140,16,2019-01-16,2019-04-24,Cairo,Warsaw,360,BOOKED
122,1052985404744692322,439,15,2019-01-16,2019-05-07,Moscow,Los Angeles,619,BOOKED
123,7715924687041714056,216,17,2019-01-16,2019-04-14,Toronto,Beijing,667,BOOKED
124,143079031314302408,287,13,2019-01-16,2019-03-30,Moscow,Brussels,368,BOOKED
125,9184205966133344266,248,24,2019-01-16,2019-03-25,Amsterdam,Bogota,125,BOOKED
126,2642475144311290643,341,17,2019-01-16,2019-03-26,Stockholm,Amsterdam,147,BOOKED
127,5604520912091076973,151,2,2019-01-16,2019-03-17,Bogota,New Mexico,411,BOOKED
128,8528188677970930705,241,17,2019-01-16,2019-03-25,Oslo,Kiev,223,BOOKED
129,7871172414212249162,442,18,2019-01-16,2019-04-23,Amsterdam,Johannesburg,477,BOOKED
130,5512675495110295779,461,12,2019-01-16,2019-04-26,Beijing,Sydney,358,BOOKED
131,63817940534153066,198,24,2019-01-16,2019-04-13,Berlin,Toronto,685,BOOKED
132,1210348444539947759,98,24,2019-01-17,2019-04-18,Toronto,Sydney,686,BOOKED
133,1714131324485519407,405,6,2019-01-17,2019-03-23,Prague,Lausanne,187,BOOKED
134,4083785077647617770,318,19,2019-01-17,2019-05-15,Buenos Aires,Kiev,140,BOOKED
135,7459004418175588702,151,2,2019-01-17,2019-03-31,Cairo,Stockholm,656,BOOKED
136,5922005591378074972,462,13,2019-01-17,2019-03-28,Stockholm,Sydney,44,BOOKED
137,507630311584897657,8,9,2019-01-17,2019-05-03,Stockholm,Paris,379,BOOKED
138,8428256162079593952,52,3,2019-01-17,2019-04-05,Tokyo,Hong Kong,428,BOOKED
139,6644849261614011561,149,25,2019-01-17,2019-03-25,New York,Sao Paolo,283,BOOKED
140,9147660752991532598,431,7,2019-01-17,2019-04-10,Warsaw,Amsterdam,370,BOOKED
141,2326575243833573440,288,14,2019-01-17,2019-04-04,Sydney,Bogota,128,BOOKED
142,2574352224727218846,4,5,2019-01-17,2019-03-23,Beijing,Hong Kong,559,CANCELLED
143,7540841247016950486,67,18,2019-01-18,2019-05-14,Amsterdam,Sydney,228,BOOKED
144,4795080954493933314,208,9,2019-01-18,2019-04-18,Paris,Brussels,236,BOOKED
145,5242689288375238974,253,4,2019-01-18,2019-04-01,Stockholm,Sao Paolo,745,BOOKED
146,5084401199259465170,101,2,2019-01-18,2019-05-04,Kiev,New Delhi,213,BOOKED
147,6118279497878823131,433,9,2019-01-18,2019-04-04,Beijing,Sydney,551,BOOKED
148,3685506999325977921,143,19,2019-01-18,2019-03-22,Berlin,Madrid,79,BOOKED
149,8577600659597915897,308,9,2019-01-18,2019-05-12,Sydney,Amsterdam,454,BOOKED
150,6269690223341679760,481,7,2019-01-18,2019-04-10,Tokyo,Berlin,322,BOOKED
151,8334403304623400748,292,18,2019-01-18,2019-05-09,Paris,Osaka,432,BOOKED
152,1325433503661959515,108,9,2019-01-18,2019-04-04,Sydney,Los Angeles,744,BOOKED
153,5087548227986959540,301,2,2019-01-19,2019-04-02,Warsaw,Los Angeles,319,BOOKED
154,645603065108937250,138,14,2019-01-19,2019-03-19,Sydney,New Delhi,58,BOOKED
155,6082680286057036975,228,4,2019-01-19,2019-04-20,Amsterdam,Tokyo,247,BOOKED
156,8453572973130722674,96,22,2019-01-19,2019-05-02,Stockholm,Hong Kong,749,BOOKED
157,7761630521812588307,238,14,2019-01-19,2019-04-11,Cairo,Munich,332,BOOKED
158,2918665429303801679,220,21,2019-01-19,2019-04-06,Sydney,Sao Paolo,702,BOOKED
159,3622303330020017745,134,10,2019-01-19,2019-04-26,Milano,Sao Paolo,602,BOOKED
160,7444894926293133911,87,13,2019-01-19,2019-03-30,Amsterdam,Budapest,178,BOOKED
161,8883560346927188946,39,15,2019-01-20,2019-05-13,Brussels,Amsterdam,806,BOOKED
162,4443234338550733433,308,9,2019-01-20,2019-05-14,Hong Kong,Oslo,282,BOOKED
163,7821148289007088721,250,1,2019-01-20,2019-04-11,Cairo,Johannesburg,435,BOOKED
164,7010851783942786593,116,17,2019-01-20,2019-04-18,Dubai,Sydney,74,BOOKED
165,3120099672114157747,377,3,2019-01-20,2019-04-15,New Delhi,Amsterdam,511,BOOKED
166,1748112979674287238,382,8,2019-01-20,2019-04-02,Sao Paolo,Paris,275,CANCELLED
167,8525885752057001277,3,4,2019-01-21,2019-04-03,Dubai,Sao Paolo,132,BOOKED
168,1756708195090144580,112,13,2019-01-21,2019-05-19,Johannesburg,Cairo,27,BOOKED
169,521731103166311269,441,17,2019-01-21,2019-05-03,Berlin,Paris,415,BOOKED
170,788790968633478414,483,9,2019-01-21,2019-04-23,Athens,Paris,360,BOOKED
171,1106352311246024236,308,9,2019-01-21,2019-03-31,London,Dubai,122,BOOKED
172,6828096548311630233,480,6,2019-01-21,2019-04-09,Sofia,Munich,671,BOOKED
173,6314597025340684204,35,11,2019-01-21,2019-05-03,Athens,Toronto,260,BOOKED
174,5023766457645308005,183,9,2019-01-21,2019-03-23,Madrid,Sydney,309,BOOKED
175,7472917604018568644,230,6,2019-01-21,2019-05-14,Sao Paolo,Sydney,210,BOOKED
176,6458817656991636234,112,13,2019-01-21,2019-05-14,Paris,Los Angeles,620,BOOKED
177,5270868518204828249,155,6,2019-01-21,2019-05-05,Madrid,Sydney,510,BOOKED
178,7433311847020751260,102,3,2019-01-21,2019-03-28,Lausanne,Prague,517,BOOKED
179,1660846310914455407,118,19,2019-01-21,2019-04-14,Amsterdam,Sydney,193,BOOKED
180,8793916649939007904,180,6,2019-01-22,2019-05-10,Sydney,Cairo,330,BOOKED
181,2800292982360382371,39,15,2019-01-22,2019-04-27,Milano,Sydney,707,BOOKED
182,5249754420286955781,302,3,2019-01-22,2019-04-26,Buenos Aires,Los Angeles,249,BOOKED
183,6903616733629967363,422,23,2019-01-22,2019-05-06,New Delhi,Hong Kong,773,BOOKED
184,3857117146093895833,153,4,2019-01-22,2019-04-24,New York,Sydney,707,BOOKED
185,8440049074284821371,93,19,2019-01-22,2019-04-23,Prague,Sofia,199,BOOKED
186,9151201418432453209,296,22,2019-01-22,2019-04-03,Kiev,Sydney,60,BOOKED
187,7760834357973831811,314,15,2019-01-22,2019-05-19,Munich,Los Angeles,543,BOOKED
188,766003141573749913,34,10,2019-01-22,2019-04-01,New York,New Mexico,237,BOOKED
189,5914867693360145599,275,1,2019-01-22,2019-05-12,Sao Paolo,Prague,414,BOOKED
190,8094132797173617423,360,11,2019-01-22,2019-04-08,Hong Kong,Brussels,715,BOOKED
191,741582510968410080,416,17,2019-01-22,2019-05-19,Los Angeles,Lisbon,30,BOOKED
192,7871172414212249162,442,18,2019-01-22,2019-04-23,Amsterdam,Johannesburg,461,CANCELLED
193,8397591538815073456,101,2,2019-01-22,2019-03-17,Warsaw,Lausanne,21,EXCHANGED
194,2306727836766395255,39,15,2019-01-23,2019-05-12,Sao Paolo,Sydney,406,BOOKED
195,5059406808809866267,470,21,2019-01-23,2019-04-02,Sydney,Amsterdam,736,BOOKED
196,1938925364071857374,418,19,2019-01-23,2019-05-05,Paris,Moscow,415,BOOKED
197,1845174471307711450,250,1,2019-01-23,2019-05-09,Amsterdam,Oslo,386,BOOKED
198,9184646037232684018,144,20,2019-01-23,2019-05-20,Sofia,Osaka,456,BOOKED
199,2518354143083791400,401,2,2019-01-23,2019-05-08,Paris,Bogota,186,BOOKED
200,699769909005066504,94,20,2019-01-23,2019-04-03,Amsterdam,Budapest,587,BOOKED
201,4863745808314819794,261,12,2019-01-23,2019-04-16,Amsterdam,Johannesburg,225,BOOKED
202,8410503853286434130,455,6,2019-01-23,2019-04-07,Kiev,Buenos Aires,279,BOOKED
203,5607423502260339785,94,20,2019-01-23,2019-04-25,Berlin,Los Angeles,241,BOOKED
204,8261372408919415117,345,21,2019-01-23,2019-03-14,Sydney,Madrid,22,EXCHANGED
205,1210621571436941023,45,21,2019-01-24,2019-04-30,Amsterdam,Sofia,692,BOOKED
206,3318425096994094122,229,5,2019-01-24,2019-04-22,Dubai,Budapest,807,BOOKED
207,1846296853466594633,420,21,2019-01-24,2019-03-27,Amsterdam,New Delhi,713,BOOKED
208,2674982895322153697,161,12,2019-01-24,2019-03-24,Oslo,Berlin,262,BOOKED
209,8169907758888853004,3,4,2019-01-24,2019-04-22,Osaka,New Delhi,59,BOOKED
210,662636274170505625,150,1,2019-01-24,2019-03-24,Munich,Sofia,137,BOOKED
211,3938052586956410570,272,23,2019-01-24,2019-04-24,Madrid,Amsterdam,733,BOOKED
212,208424766402360083,72,23,2019-01-24,2019-04-01,Munich,Budapest,495,BOOKED
213,4847315725375133173,266,17,2019-01-24,2019-04-30,Paris,Amsterdam,54,CANCELLED
214,9017199038564929033,384,10,2019-01-24,2019-04-07,Amsterdam,Sao Paolo,575,CANCELLED
215,2989350898312768574,284,10,2019-01-25,2019-05-04,Athens,Amsterdam,775,BOOKED
216,993415790812942663,39,15,2019-01-25,2019-04-09,Cairo,Lausanne,146,BOOKED
217,572612193373908398,472,23,2019-01-25,2019-05-19,Tokyo,Beijing,366,BOOKED
218,5823158387753517525,271,22,2019-01-25,2019-05-20,Sydney,Berlin,365,BOOKED
219,2095679533863160937,311,12,2019-01-25,2019-05-01,Athens,New York,468,BOOKED
220,8825137402352841563,442,18,2019-01-25,2019-03-06,Sydney,Lausanne,45,EXCHANGED
221,46581725754334612,455,6,2019-01-25,2019-03-11,Madrid,Amsterdam,26,EXCHANGED
222,4465095858556744207,194,20,2019-01-25,2019-03-25,Bogota,Dubai,58,EXCHANGED
223,455989118770719116,12,13,2019-01-26,2019-04-07,Dubai,Hong Kong,461,BOOKED
224,7970533981524916615,441,17,2019-01-26,2019-05-20,Sao Paolo,Amsterdam,383,BOOKED
225,5454917895304080153,194,20,2019-01-26,2019-04-25,Oslo,Sao Paolo,626,BOOKED
226,3148470446728016568,407,8,2019-01-26,2019-05-06,New York,Paris,754,BOOKED
227,4436693333563522243,238,14,2019-01-26,2019-03-29,Moscow,Lausanne,88,BOOKED
228,5549094957575693943,198,24,2019-01-27,2019-04-04,Sydney,Kiev,624,BOOKED
229,4600212598021257679,329,5,2019-01-27,2019-05-06,New Mexico,Amsterdam,501,BOOKED
230,3153371276507014781,156,7,2019-01-27,2019-04-30,Athens,Sydney,774,BOOKED
231,766003141573749913,34,10,2019-01-27,2019-04-01,New York,New Mexico,213,CANCELLED
232,264435653474094519,72,23,2019-01-28,2019-05-19,Los Angeles,New Delhi,367,BOOKED
233,5120743305975332710,308,9,2019-01-28,2019-04-19,Kiev,Tokyo,799,BOOKED
234,3561846958591856384,412,13,2019-01-28,2019-05-14,Lisbon,New Delhi,415,BOOKED
235,9160259994587276384,187,13,2019-01-28,2019-04-01,Sao Paolo,Madrid,149,BOOKED
236,8624344137115793149,487,13,2019-01-28,2019-04-08,Sao Paolo,Moscow,637,BOOKED
237,1906567874242095701,9,10,2019-01-28,2019-05-24,Sydney,Amsterdam,225,BOOKED
238,2265444671856995878,418,19,2019-01-28,2019-05-14,Johannesburg,Los Angeles,182,BOOKED
239,1632737843920371533,29,5,2019-01-28,2019-05-02,Athens,Dubai,597,BOOKED
240,2515063561738483569,321,22,2019-01-28,2019-05-23,Tokyo,Osaka,73,BOOKED
241,5034065688411746299,401,2,2019-01-28,2019-03-21,Sydney,Munich,59,EXCHANGED
242,7276471757685580612,174,25,2019-01-29,2019-05-23,Amsterdam,Prague,180,BOOKED
243,4244783853611338690,424,25,2019-01-29,2019-05-10,Milano,Berlin,430,BOOKED
244,2867936489368538813,486,12,2019-01-29,2019-04-09,Lisbon,New Mexico,638,BOOKED
245,4894277808702748560,496,22,2019-01-29,2019-05-16,Sao Paolo,New Mexico,44,BOOKED
246,5348189237587141847,495,21,2019-01-29,2019-03-29,Madrid,Tokyo,172,BOOKED
247,3746279023733588647,59,10,2019-01-29,2019-04-19,Beijing,Hong Kong,96,BOOKED
248,1232362539380885440,18,19,2019-01-29,2019-05-22,Bogota,Los Angeles,160,BOOKED
249,3826021441036649213,473,24,2019-01-29,2019-04-10,New York,Sao Paolo,170,BOOKED
250,4318268560677246963,92,18,2019-01-29,2019-04-27,Munich,Osaka,467,CANCELLED
251,8883560346927188946,39,15,2019-01-29,2019-05-13,Brussels,Amsterdam,652,CANCELLED
252,4025741954330767167,301,2,2019-01-29,2019-04-20,Sao Paolo,Milano,22,EXCHANGED
253,281136080934273627,409,10,2019-01-29,2019-03-13,Amsterdam,New York,29,EXCHANGED
254,7806229646905377700,321,22,2019-01-30,2019-05-16,Tokyo,Paris,548,BOOKED
255,3346656960629365254,480,6,2019-01-30,2019-04-02,Sydney,Warsaw,541,BOOKED
256,4266617651505406472,197,23,2019-01-30,2019-04-08,Sao Paolo,Hong Kong,686,BOOKED
257,4709689500022009270,50,1,2019-01-30,2019-04-05,Osaka,Milano,79,BOOKED
258,1301065373601493428,153,4,2019-01-30,2019-05-20,Paris,Madrid,627,BOOKED
259,5922176755837988285,290,16,2019-01-30,2019-04-05,Munich,Warsaw,400,BOOKED
260,3259075259794118896,180,6,2019-01-30,2019-05-13,Budapest,Munich,307,BOOKED
261,680841264461712145,399,25,2019-01-30,2019-04-13,Toronto,Brussels,93,BOOKED
262,4445546353510618852,208,9,2019-01-30,2019-04-07,Buenos Aires,Osaka,415,BOOKED
263,1403749303385888610,38,14,2019-01-30,2019-05-22,Paris,Moscow,541,BOOKED
264,599548403709766059,472,23,2019-01-30,2019-04-07,Dubai,Bogota,456,BOOKED
265,8756922651593039454,387,13,2019-01-30,2019-04-15,Sydney,Buenos Aires,75,BOOKED
266,6763507564240483132,304,5,2019-01-30,2019-04-17,New Delhi,Brussels,59,EXCHANGED
267,8899959262333015213,491,17,2019-01-30,2019-04-24,Sao Paolo,Toronto,31,EXCHANGED
268,4900060093501884500,205,6,2019-01-31,2019-04-08,Brussels,Hong Kong,810,BOOKED
269,4427855827153609649,324,25,2019-01-31,2019-04-28,Paris,Munich,45,BOOKED
270,4095922949641246178,310,11,2019-01-31,2019-05-17,Hong Kong,Madrid,632,BOOKED
271,6040577102706930369,46,22,2019-01-31,2019-05-13,Dubai,Lisbon,578,BOOKED
272,2332209679810398990,458,9,2019-01-31,2019-05-28,New York,Sydney,592,BOOKED
273,5358276790448294374,470,21,2019-01-31,2019-05-24,Osaka,Stockholm,792,BOOKED
274,108597833168738697,374,25,2019-01-31,2019-04-04,Hong Kong,Moscow,117,BOOKED
275,5645330231025375241,438,14,2019-01-31,2019-05-03,Beijing,Toronto,25,BOOKED
276,6557102317285217094,308,9,2019-01-31,2019-04-24,Osaka,Tokyo,224,BOOKED
277,8716586701691345567,209,10,2019-01-31,2019-03-31,Hong Kong,Warsaw,754,BOOKED
278,5075438669725729751,421,22,2019-01-31,2019-03-26,Amsterdam,Paris,34,EXCHANGED
279,5922176755837988285,290,16,2019-02-01,2019-04-05,Munich,Warsaw,357,CANCELLED
280,6660918084211405486,45,21,2019-02-01,2019-03-23,Buenos Aires,Los Angeles,719,CANCELLED
281,1930411473786864558,189,15,2019-02-01,2019-04-19,Budapest,Sofia,61,EXCHANGED
282,6378938855252798550,476,2,2019-02-01,2019-03-29,Brussels,Berlin,77,EXCHANGED
283,597680008814584442,199,25,2019-02-02,2019-05-12,Toronto,Johannesburg,393,BOOKED
284,4436761064839820685,216,17,2019-02-02,2019-05-01,London,Sydney,602,BOOKED
285,6305044887391171209,152,3,2019-02-02,2019-05-10,Athens,Amsterdam,273,BOOKED
286,5175359134165613494,409,10,2019-02-02,2019-05-19,Moscow,Toronto,650,BOOKED
287,3188352171414064548,402,3,2019-02-02,2019-04-12,Buenos Aires,Munich,762,BOOKED
288,9184205966133344266,248,24,2019-02-02,2019-03-25,Amsterdam,Bogota,20,EXCHANGED
289,4271523968792672122,13,14,2019-02-02,2019-04-24,Sao Paolo,Oslo,31,EXCHANGED
290,2097633421661617191,365,16,2019-02-03,2019-04-05,Osaka,Berlin,701,BOOKED
291,7940429405007561197,17,18,2019-02-03,2019-04-23,London,Sydney,591,BOOKED
292,3050776635970677019,472,23,2019-02-03,2019-05-25,New Mexico,Bogota,41,BOOKED
293,952264921702763522,147,23,2019-02-03,2019-05-17,New York,New Delhi,123,BOOKED
294,2728797205838608184,194,20,2019-02-03,2019-05-31,Lausanne,Brussels,333,BOOKED
