,trip_ID,traveller_ID,company_ID,departure_date,origin,destination,price_usd,trip_date
39,2703258960762299276,142,18,2020-01-13,Los Angeles,New Mexico,1527,2019-10-27
40,8297797978502728308,32,8,2020-10-15,Amsterdam,Sydney,1527,2020-08-20
41,8747724427522581515,273,24,2020-04-03,Stockholm,Oslo,1526,2020-01-02
42,6014005480973769718,456,7,2022-05-30,Paris,Sydney,1524,2022-03-25
43,1459616412010149384,389,15,2021-01-20,Sydney,Sao Paolo,1524,2020-11-30
44,6110464832097997029,51,2,2021-09-07,Madrid,Amsterdam,1521,2021-07-15
45,1224988455139462805,197,23,2021-02-13,Lausanne,Osaka,1521,2020-12-16
46,5616102160783460293,120,21,2020-01-09,Sydney,Moscow,1520,2019-11-02
47,1904888116240856786,489,15,2019-08-11,Prague,Amsterdam,1515,2019-06-11
48,6889321297061404791,117,18,2020-06-16,Amsterdam,Sydney,1514,2020-05-22
49,6698997776873574104,59,10,2021-02-01,Oslo,London,1513,2020-12-02
50,4933711078698128699,263,14,2021-07-21,Kiev,Madrid,1509,2021-05-21
51,6340669650953268977,436,12,2022-02-28,Paris,Sofia,1507,2022-01-17
52,5116222439330799846,194,20,2021-04-09,Moscow,Osaka,1506,2021-02-20
53,602792624600944312,431,7,2020-10-21,Tokyo,London,1505,2020-09-29
54,3348149685453318222,390,16,2020-01-23,Osaka,Buenos Aires,1504,2019-12-17
55,2777594439934986368,346,22,2021-07-13,Moscow,Tokyo,1503,2021-06-26
56,1584808941359273663,495,21,2022-03-29,Athens,Sydney,1502,2022-03-08
57,8777708261133737637,190,16,2019-09-24,Kiev,Sydney,1498,2019-08-12
58,3569193935152586875,482,8,2021-11-20,Sydney,Amsterdam,1495,2021-10-16
59,2291853169685397755,361,12,2021-11-12,Amsterdam,Athens,1495,2021-09-29
60,4565527519653555634,3,4,2020-06-22,Sao Paolo,Osaka,1494,2020-03-07
61,8327517675477576439,145,21,2020-10-21,New Delhi,Sydney,1494,2020-09-21
62,2765370983124303726,39,15,2020-03-23,Sydney,Amsterdam,1493,2020-01-12
63,6660918084211405486,45,21,2019-03-23,Buenos Aires,Los Angeles,1493,2019-02-01
64,1872060494730282075,261,12,2021-07-16,Hong Kong,Milano,1491,2021-07-16
65,335211925157328220,230,6,2021-02-17,Warsaw,Paris,1488,2020-12-04
66,8029395487254371908,310,11,2022-01-22,Sofia,Warsaw,1488,2022-01-05
67,7595369096195611484,101,2,2022-05-15,Kiev,Sydney,1487,2022-04-02
68,7117924678812580179,205,6,2020-04-24,Prague,Munich,1487,2020-04-11
69,5979077012289243657,88,14,2021-03-12,Warsaw,Prague,1485,2021-01-14
70,4760682993742478507,335,11,2022-02-16,Dubai,Brussels,1483,2021-11-17
71,1310605819305308476,50,1,2020-12-23,Lausanne,Los Angeles,1483,2020-11-26
72,8163325592506276652,166,17,2021-11-19,Paris,Johannesburg,1482,2021-09-18
73,1903672086116230147,119,20,2019-12-01,Tokyo,London,1480,2019-11-08
74,3788851645522612270,23,24,2021-10-31,Moscow,Los Angeles,1480,2021-09-27
75,713396516093897397,70,21,2020-07-19,Sydney,Amsterdam,1480,2020-07-15
76,4355812402960534849,12,13,2021-12-17,Amsterdam,Paris,1480,2021-11-09
77,3588638151705113999,428,4,2019-10-09,Sydney,Prague,1479,2019-09-13
78,3636186250707717262,20,21,2019-07-28,Sao Paolo,New Delhi,1476,2019-05-01
79,8834414195197863586,260,11,2021-10-25,Cairo,Paris,1470,2021-10-20
80,2733677760546274130,206,7,2020-12-13,Madrid,Sao Paolo,1469,2020-10-16
81,4459681650310753730,406,7,2021-12-20,New Delhi,New Mexico,1467,2021-11-26
82,5547600000018833363,205,6,2019-08-02,Sao Paolo,New Delhi,1467,2019-06-18
83,1328048477056166167,104,5,2022-05-21,Amsterdam,New York,1466,2022-04-06
84,2339828344738555586,271,22,2020-05-28,Sao Paolo,Bogota,1465,2020-04-02
85,2970640036100297092,343,19,2020-07-20,Lisbon,Sofia,1464,2020-05-19
86,8749513190763355730,493,19,2020-03-07,Madrid,Oslo,1464,2020-01-01
87,5831114349013486174,282,8,2021-02-04,Paris,Brussels,1463,2020-11-12
88,7740893760364187777,194,20,2022-03-19,Sydney,Paris,1462,2022-02-11
89,2285600349346008914,184,10,2020-02-03,Lisbon,London,1462,2019-12-31
90,8666111703743871012,8,9,2022-03-12,Budapest,Milano,1461,2022-03-02
91,8883560346927188946,39,15,2019-05-13,Brussels,Amsterdam,1458,2019-01-29
92,8248580264754414947,234,10,2020-03-10,Sydney,New Delhi,1457,2020-02-27
93,1200528807274159191,121,22,2021-07-14,Paris,Kiev,1457,2021-05-21
94,7405051489809089830,299,25,2021-07-15,Sofia,Bogota,1457,2021-07-02
95,3938052586956410570,272,23,2019-04-24,Madrid,Amsterdam,1456,2019-02-21
96,2656331505802826637,486,12,2020-11-25,Cairo,Budapest,1454,2020-09-26
97,8148635772492225002,468,19,2020-10-21,Sao Paolo,Munich,1454,2020-08-16
98,3545035281173689871,314,15,2021-12-25,Hong Kong,Paris,1452,2021-11-24
99,760717929664924907,489,15,2020-04-11,Berlin,Budapest,1446,2020-02-03
100,5421473948331668562,39,15,2022-02-24,Paris,Warsaw,1445,2022-01-06
101,2637434281794993457,414,15,2019-10-21,Sydney,Hong Kong,1443,2019-08-19
102,2344838899436840511,495,21,2019-10-19,Sydney,Hong Kong,1442,2019-10-02
103,5339308951273026889,265,16,2021-05-10,Amsterdam,Buenos Aires,1441,2021-03-09
104,3943648487345488938,1,2,2020-08-26,Budapest,Warsaw,1441,2020-08-09
105,1528054753832811587,87,13,2021-09-09,Hong Kong,Sydney,1440,2021-07-05
106,4732526414519464758,251,2,2021-03-14,Munich,Brussels,1438,2021-03-03
107,6261525775616186802,240,16,2021-09-03,Warsaw,Buenos Aires,1438,2021-07-23
108,6866567007598402709,355,6,2021-06-28,Moscow,Budapest,1437,2021-05-18
109,4929681907173434397,244,20,2020-05-22,Toronto,Tokyo,1435,2020-04-08
110,6077553092336989311,417,18,2019-06-29,Kiev,Sao Paolo,1434,2019-04-16
111,4303800521086793067,321,22,2020-06-07,Amsterdam,Sydney,1432,2020-03-24
112,3148470446728016568,407,8,2019-05-06,New York,Paris,1432,2019-04-13
113,5367823540446032978,415,16,2020-10-31,Sao Paolo,Paris,1429,2020-08-03
114,3869834133824536202,169,20,2022-01-16,Osaka,London,1429,2022-01-10
115,2517528293068546144,9,10,2021-09-27,Sao Paolo,Stockholm,1428,2021-09-11
116,7101838755484449941,340,16,2019-10-27,Sydney,Osaka,1427,2019-09-16
117,5950558589997629964,150,1,2020-09-22,Los Angeles,Buenos Aires,1425,2020-07-10
118,6706488027753659810,357,8,2019-08-28,Athens,Amsterdam,1423,2019-06-08
119,1278547038340405473,135,11,2020-02-24,London,Amsterdam,1421,2020-01-23
120,8731074626079085232,180,6,2021-08-28,Kiev,Bogota,1420,2021-08-04
121,2473163000432670446,10,11,2019-12-31,Lisbon,Milano,1420,2019-10-11
122,3587579220654276183,386,12,2021-12-01,Moscow,Paris,1417,2021-11-02
123,1367497693753017852,39,15,2021-09-17,New York,Brussels,1417,2021-06-27
124,2327463137070117355,153,4,2020-04-21,Berlin,New Mexico,1416,2020-02-27
125,5141392365887161438,411,12,2019-09-28,Amsterdam,Sydney,1415,2019-08-04
126,8670567397035592898,37,13,2019-06-24,Munich,Tokyo,1415,2019-06-24
127,3188352171414064548,402,3,2019-04-12,Buenos Aires,Munich,1414,2019-02-11
128,43654882238795238,39,15,2019-04-25,New Mexico,Paris,1412,2019-02-24
129,8650266454058469041,120,21,2021-10-21,Sydney,Athens,1411,2021-09-16
130,8065318566929435988,70,21,2021-03-15,Amsterdam,Dubai,1409,2021-01-24
131,1181481819902829534,393,19,2019-07-25,Paris,Sydney,1407,2019-06-03
132,8892258084677570396,114,15,2019-09-07,Sao Paolo,Dubai,1406,2019-07-01
133,3816688994628480165,477,3,2020-07-19,New Delhi,Moscow,1405,2020-06-14
134,3496658171649477709,325,1,2021-03-17,Sydney,Dubai,1405,2021-03-11
135,6878807052095178107,454,5,2020-01-12,Hong Kong,Sofia,1403,2020-01-07
136,3673990566401413739,22,23,2020-09-08,Bogota,Buenos Aires,1402,2020-08-01
137,1877180249596945746,95,21,2021-02-27,Cairo,Sofia,1401,2021-02-03
138,5391910575156146834,35,11,2020-07-28,Milano,Kiev,1399,2020-05-31
139,4088935246281236481,443,19,2019-12-24,Sydney,Paris,1398,2019-10-09
140,6178976206646568342,422,23,2020-03-24,Cairo,Los Angeles,1396,2020-02-27
141,5311080514418495321,301,2,2022-02-25,Amsterdam,Lausanne,1396,2021-12-10
142,254600456773005952,440,16,2020-04-29,Sydney,Oslo,1395,2020-04-01
143,7570397389976659218,460,11,2020-11-12,New Mexico,Lausanne,1395,2020-11-05
144,8293467950200125366,387,13,2020-06-09,New York,Amsterdam,1395,2020-05-14
145,536895638274500263,23,24,2020-08-04,Amsterdam,Sydney,1394,2020-05-17
146,8712495214592081980,261,12,2021-10-31,Kiev,Hong Kong,1392,2021-09-09
147,9042577723832372835,198,24,2021-11-11,Brussels,Sao Paolo,1390,2021-10-18
148,7338789032061526233,393,19,2019-09-24,Munich,Dubai,1390,2019-09-11
149,3809671226786935499,40,16,2020-01-07,New Delhi,Brussels,1387,2019-12-03
150,1147436759583834996,439,15,2019-11-05,Sydney,Paris,1386,2019-09-10
151,5365072338495984646,498,24,2020-06-24,Munich,Sao Paolo,1386,2020-04-27
152,2321836005123032978,209,10,2020-09-16,Sao Paolo,Paris,1386,2020-08-08
153,7041833795691863901,250,1,2022-01-06,New York,Amsterdam,1385,2022-01-01
154,5813153642202300535,383,9,2019-07-10,Paris,Johannesburg,1385,2019-05-08
155,6066256723630938239,245,21,2021-07-08,Budapest,Amsterdam,1384,2021-06-09
156,2117463271091468578,455,6,2020-09-07,Sydney,Athens,1383,2020-07-12
157,6744085696086728015,138,14,2020-02-05,Budapest,Sydney,1382,2019-11-03
158,8038718495804760144,117,18,2022-01-09,Athens,Sao Paolo,1381,2022-01-09
159,8656005629991221238,20,21,2020-01-24,Kiev,Budapest,1381,2019-12-11
160,7568201024891378080,46,22,2019-07-22,Brussels,Buenos Aires,1380,2019-05-25
161,3212981329749806472,344,20,2021-11-24,New Mexico,Paris,1380,2021-11-13
162,7992943267463060607,23,24,2019-12-13,Stockholm,Sydney,1378,2019-11-29
163,6967415700085185776,174,25,2020-12-30,Brussels,Sao Paolo,1374,2020-09-14
164,2812677757092499832,240,16,2021-10-05,Kiev,Sydney,1373,2021-09-14
165,1545738047969188545,108,9,2022-01-06,Beijing,Lisbon,1370,2021-11-11
166,4594282208923677107,87,13,2019-05-30,Tokyo,Milano,1368,2019-04-20
167,2805728235154662199,120,21,2020-07-26,Beijing,Budapest,1366,2020-06-12
168,2394605662584110152,37,13,2020-03-22,Hong Kong,Sao Paolo,1364,2020-03-19
169,4507872487066783002,285,11,2020-05-29,Sofia,Lisbon,1364,2020-04-13
170,1491127630186737240,174,25,2021-02-21,Buenos Aires,Sao Paolo,1364,2021-01-23
171,839216759680099038,265,16,2019-07-15,Sofia,Kiev,1360,2019-06-25
172,5380573922140869582,463,14,2022-02-28,Osaka,Paris,1360,2021-11-14
173,7669850043928417343,176,2,2022-05-11,Los Angeles,Bogota,1359,2022-04-03
174,3821225761133042550,96,22,2020-06-08,Amsterdam,Hong Kong,1357,2020-03-07
175,3576564046833602713,189,15,2019-07-07,Johannesburg,Sao Paolo,1356,2019-07-06
176,6965220316957306372,442,18,2019-07-13,Prague,Sofia,1355,2019-07-03
177,2285557976655209843,30,6,2022-06-03,Lausanne,Sydney,1353,2022-05-22
178,4542565437991528553,26,2,2020-09-30,Amsterdam,Sydney,1351,2020-08-31
179,5935832014960024480,170,21,2020-09-29,Brussels,Moscow,1351,2020-09-01
180,867178930328775746,194,20,2019-08-17,Athens,Oslo,1349,2019-06-27
181,4810897379901298508,95,21,2021-09-21,Sydney,Amsterdam,1349,2021-08-31
182,4688280939278424353,425,1,2022-05-11,Beijing,Osaka,1348,2022-05-11
183,810238233564192132,449,25,2019-03-08,Amsterdam,Sydney,1345,2019-02-11
184,3152073695103121115,435,11,2019-08-10,Paris,Munich,1345,2019-06-01
185,6129121143150175404,37,13,2020-05-19,Hong Kong,Paris,1343,2020-05-07
186,5196639333194647197,237,13,2020-03-10,Lisbon,Hong Kong,1340,2020-01-05
187,7752269193680135532,138,14,2021-06-26,New York,Sydney,1335,2021-04-09
188,8378599462291528240,283,9,2019-12-04,Osaka,Sydney,1335,2019-10-29
189,3654937599591053804,30,6,2022-06-28,Paris,Lausanne,1334,2022-06-19
190,4623324316891425512,338,14,2019-12-06,Madrid,Moscow,1334,2019-11-21
191,3947978203761962068,23,24,2021-06-23,Bogota,Sao Paolo,1333,2021-05-08
192,6113978783099224009,225,1,2020-09-11,Sydney,New Mexico,1333,2020-07-06
193,6298403951309855953,329,5,2022-04-30,Budapest,Hong Kong,1332,2022-03-25
194,2468123468499366025,10,11,2022-04-27,Los Angeles,Cairo,1329,2022-04-07
195,1413329249692417789,17,18,2020-12-15,Paris,Sao Paolo,1329,2020-10-18
196,7314540788739810893,312,13,2019-03-15,Sydney,Osaka,1329,2019-02-20
197,3484141647643959597,26,2,2020-04-05,Sao Paolo,Osaka,1326,2020-03-10
198,8914721552148111285,197,23,2021-04-15,Cairo,Warsaw,1326,2021-02-22
199,8752287229443658922,72,23,2020-07-14,Amsterdam,Paris,1323,2020-04-21
200,1392233771272452662,120,21,2019-10-30,Milano,Amsterdam,1322,2019-10-29
201,1829532667176869711,207,8,2022-03-02,Munich,Sao Paolo,1322,2022-02-06
202,3603442407772599047,247,23,2022-05-02,Paris,Buenos Aires,1322,2022-03-30
203,8543411123393771332,83,9,2021-04-10,Warsaw,Berlin,1321,2021-03-01
204,8444432429870240300,44,20,2020-08-17,Munich,Budapest,1318,2020-08-09
205,4313361545356912866,3,4,2022-03-02,Athens,Buenos Aires,1317,2021-12-04
206,7961453418633991026,260,11,2020-10-16,Moscow,Paris,1316,2020-08-10
207,4402994944580059262,339,15,2022-01-19,Warsaw,Sydney,1316,2021-10-09
208,6756556987023903091,34,10,2020-11-21,Berlin,New Delhi,1314,2020-09-05
209,2669416323092991256,39,15,2021-11-03,Sydney,Sao Paolo,1314,2021-10-17
210,6239901880452513518,263,14,2020-07-05,New Mexico,Madrid,1313,2020-05-18
211,8031889725762841155,115,16,2020-01-22,Paris,Hong Kong,1313,2019-12-12
212,6704330030396832552,212,13,2022-04-07,Buenos Aires,Lausanne,1313,2022-04-03
213,2499179972427613410,483,9,2020-01-04,Lisbon,Moscow,1313,2019-11-27
214,6479245327642191650,442,18,2020-09-19,Oslo,Hong Kong,1313,2020-08-26
215,717137536732948349,71,22,2021-12-06,New York,Paris,1312,2021-10-30
216,3225733284160400748,362,13,2020-12-09,Oslo,Buenos Aires,1310,2020-09-16
217,209110101498821786,182,8,2020-12-24,Lisbon,Tokyo,1310,2020-11-27
218,1508646245844386802,476,2,2019-11-30,Warsaw,Amsterdam,1310,2019-10-18
219,6820597629594248398,176,2,2021-08-23,Budapest,Prague,1307,2021-08-08
220,7305877271676436829,344,20,2021-01-03,Paris,Kiev,1306,2020-12-27
221,1783762186009779631,441,17,2021-10-16,Sao Paolo,Kiev,1303,2021-10-13
222,66820053709844556,466,17,2021-11-25,Kiev,Athens,1302,2021-10-10
223,5872106948725186668,345,21,2019-09-12,Paris,Cairo,1301,2019-07-03
224,3540084532225213214,441,17,2020-06-27,Amsterdam,Johannesburg,1300,2020-04-21
225,5419416917478222919,353,4,2019-03-22,Amsterdam,Prague,1300,2019-01-12
226,1986015213736987355,91,17,2022-02-28,Madrid,Milano,1299,2022-01-27
227,8272191904507414911,42,18,2021-04-27,Paris,Sydney,1296,2021-02-18
228,4775253362290368317,489,15,2020-01-14,Sydney,Berlin,1295,2019-11-28
229,40725158036662944,222,23,2019-10-27,Amsterdam,New Mexico,1295,2019-09-20
230,1632712500118325983,120,21,2021-08-28,Moscow,Stockholm,1294,2021-07-29
231,4725840889152366010,65,16,2022-05-07,Bogota,Hong Kong,1293,2022-04-20
232,7608813483748575038,164,15,2019-09-07,Sydney,Lausanne,1293,2019-08-27
233,2446112288264024575,235,11,2019-11-18,Cairo,Warsaw,1290,2019-11-14
234,757184149252204515,229,5,2019-05-02,New York,Paris,1289,2019-04-01
235,9120826460749594743,291,17,2020-08-18,Amsterdam,Los Angeles,1289,2020-07-28
236,5970733977880887469,137,13,2022-06-08,Sydney,Tokyo,1286,2022-04-19
237,5169257540501060179,497,23,2020-05-26,Lisbon,Warsaw,1286,2020-03-09
238,2695767255687162578,207,8,2021-03-13,Sydney,Beijing,1285,2021-01-07
239,7875746871300122822,25,1,2022-02-04,Beijing,Sao Paolo,1284,2021-12-31
240,890912323593595955,170,21,2020-04-09,Lisbon,Amsterdam,1283,2020-03-14
241,6983221564382203132,282,8,2019-11-27,New Delhi,Amsterdam,1280,2019-10-10
242,8841045608783329046,96,22,2021-12-10,Moscow,Sao Paolo,1279,2021-11-10
243,1295510363377930411,285,11,2021-11-16,Sydney,Hong Kong,1275,2021-10-21
244,2967624913087656023,404,5,2022-02-14,Kiev,Sao Paolo,1274,2021-12-22
245,2646627045786351733,375,1,2019-09-24,Dubai,Paris,1273,2019-07-11
246,4300557163262072515,378,4,2020-11-05,Amsterdam,Bogota,1272,2020-09-10
247,6494420083010975664,422,23,2021-01-24,Buenos Aires,Prague,1272,2020-11-06
248,7934062300835775295,39,15,2020-12-02,Paris,Buenos Aires,1271,2020-11-06
249,6742735411123234270,309,10,2019-10-18,Sydney,Sao Paolo,1270,2019-08-01
250,1514284689519477966,441,17,2020-05-25,Athens,Amsterdam,1270,2020-05-01
251,3039620265763162983,172,23,2020-08-27,Amsterdam,Beijing,1266,2020-06-22
252,1567557717769227495,39,15,2020-08-09,Sydney,Munich,1265,2020-05-16
253,2178684863021882231,299,25,2019-05-27,Prague,Warsaw,1262,2019-03-16
254,6743907863199534323,149,25,2021-12-18,Berlin,Amsterdam,1262,2021-09-15
255,1868743289325573689,41,17,2020-12-19,Sydney,Brussels,1260,2020-10-31
256,1242953592388489793,239,15,2020-03-09,London,Paris,1259,2020-01-04
257,5279865472902281910,182,8,2022-02-11,Hong Kong,Sydney,1258,2022-02-02
258,7566475623840955295,283,9,2019-09-16,Sydney,Buenos Aires,1256,2019-06-29
259,2329364119253101112,143,19,2019-11-02,Paris,Buenos Aires,1255,2019-09-03
260,2613375025159431813,97,23,2019-08-07,Berlin,Amsterdam,1254,2019-07-06
261,7983023455745822297,395,21,2020-09-28,New York,Osaka,1254,2020-09-06
262,2752525157366554991,267,18,2022-05-15,Toronto,Amsterdam,1254,2022-02-19
263,743647881213165581,497,23,2021-06-30,Sofia,Kiev,1251,2021-06-01
264,5292725575558014953,299,25,2019-12-28,Oslo,Tokyo,1250,2019-12-06
265,1313504882823674737,378,4,2019-05-31,Lisbon,Paris,1248,2019-03-02
266,6926354718756132962,355,6,2021-09-30,New Delhi,Tokyo,1248,2021-07-17
267,2639950472144285281,177,3,2020-03-28,Sao Paolo,Osaka,1247,2020-02-13
268,8824657938748030399,63,14,2021-02-06,Stockholm,Prague,1247,2021-01-28
269,4235162613654415837,372,23,2020-09-18,Amsterdam,Lisbon,1246,2020-09-09
270,3405177759102926993,293,19,2021-07-31,Paris,Bogota,1245,2021-06-18
271,618408091876503939,67,18,2020-04-15,Sydney,Munich,1245,2020-03-14
272,2603758207769111337,327,3,2019-05-11,Amsterdam,London,1244,2019-04-18
273,5951736441433325403,80,6,2021-09-20,New Mexico,Sao Paolo,1244,2021-06-29
274,665405786352025451,6,7,2020-06-01,Hong Kong,Milano,1243,2020-05-10
275,3846017382904897317,465,16,2020-11-19,Munich,Paris,1240,2020-10-15
276,8624344137115793149,487,13,2019-04-08,Sao Paolo,Moscow,1239,2019-02-04
277,642899201276482942,1,2,2021-02-14,Lisbon,Berlin,1238,2020-12-23
278,3029130546550748404,27,3,2021-01-22,Lisbon,Paris,1237,2020-12-23
279,2953974275965229080,484,10,2021-08-30,Cairo,New York,1237,2021-06-17
280,7963669414561087620,260,11,2020-02-25,Sydney,Oslo,1235,2020-02-11
281,5347809243153505071,377,3,2022-04-06,Toronto,Amsterdam,1231,2022-03-05
282,1319976670468413662,451,2,2021-02-05,Tokyo,Warsaw,1231,2020-11-25
283,4731172488954476513,122,23,2019-06-18,Munich,Osaka,1229,2019-04-30
284,5080256393378952178,163,14,2021-07-02,Beijing,Oslo,1228,2021-05-06
285,4802602137539323583,167,18,2019-10-23,Lisbon,Moscow,1227,2019-10-05
286,5505841607984142983,260,11,2019-12-17,Amsterdam,Milano,1223,2019-11-30
287,734346997310687460,345,21,2021-03-06,Sao Paolo,Sydney,1222,2021-02-14
288,8296490848229445461,180,6,2020-04-27,Amsterdam,Milano,1222,2020-02-25
289,1052985404744692322,439,15,2019-05-07,Moscow,Los Angeles,1221,2019-03-30
290,8710657194898854239,242,18,2019-06-15,Brussels,Beijing,1220,2019-04-03
291,1191584007325263091,496,22,2020-12-23,Dubai,Amsterdam,1220,2020-09-13
292,9017199038564929033,384,10,2019-04-07,Amsterdam,Sao Paolo,1217,2019-01-24
293,7229747997016464730,49,25,2021-07-12,Paris,New York,1217,2021-06-09
294,8975396283841030473,467,18,2019-12-02,Dubai,London,1216,2019-11-17
295,8435142533597429941,390,16,2019-06-14,Beijing,Kiev,1215,2019-04-22
296,7937048523889341623,44,20,2021-03-18,Toronto,Lausanne,1215,2021-02-20
297,3143628127232946885,83,9,2022-06-01,Sydney,Paris,1215,2022-05-22
298,3686131220243590812,292,18,2019-04-22,Paris,Prague,1213,2019-02-23
299,7650556077486226749,252,3,2020-08-07,Budapest,Beijing,1211,2020-07-20
300,554050072825461018,11,12,2021-04-01,Paris,Athens,1210,2021-03-09
301,4068440899933430028,98,24,2021-08-05,Amsterdam,Lisbon,1210,2021-06-04
302,1547930545869144199,202,3,2021-06-20,Brussels,Lisbon,1208,2021-05-04
303,5459036258854624085,27,3,2022-02-03,Moscow,Sao Paolo,1207,2021-11-29
304,8545381402718387684,54,5,2019-12-05,Sofia,Los Angeles,1207,2019-08-21
305,2184216566047895056,6,7,2019-11-17,Sydney,Moscow,1206,2019-08-19
306,6951438299337678842,88,14,2020-05-27,Amsterdam,Kiev,1206,2020-04-17
307,874877641786278535,477,3,2020-02-26,London,Buenos Aires,1203,2020-01-08
308,4480758831794185954,208,9,2020-09-19,Bogota,Lausanne,1202,2020-08-18
309,5357803881063893867,393,19,2022-06-25,Hong Kong,Los Angeles,1202,2022-05-01
310,1571095274718747373,338,14,2022-01-20,Stockholm,Amsterdam,1202,2022-01-19
311,2255739108297102748,188,14,2020-02-05,Johannesburg,Stockholm,1201,2019-12-24
312,2557265451062047451,158,9,2019-08-18,New Mexico,Stockholm,1201,2019-05-20
313,535631378074439739,210,11,2019-11-21,Stockholm,Warsaw,1199,2019-10-25
314,3242721843737291806,129,5,2022-04-21,Sao Paolo,Warsaw,1198,2022-03-19
315,5205251655734751247,381,7,2019-06-27,Madrid,Warsaw,1197,2019-05-08
316,8359966363731889783,39,15,2021-05-23,Sao Paolo,Berlin,1196,2021-04-16
317,4632765383232853887,255,6,2020-11-02,Milano,Los Angeles,1195,2020-08-15
318,1265487568670103769,254,5,2019-11-18,Oslo,Lisbon,1194,2019-10-08
319,7653518609634181552,21,22,2020-04-09,Kiev,Sydney,1194,2020-01-07
320,2658317675952335826,142,18,2022-04-14,Tokyo,Budapest,1194,2022-02-14
321,3088779918325611753,256,7,2020-11-04,Amsterdam,Dubai,1191,2020-08-10
322,8260261796197914624,498,24,2019-10-22,Warsaw,Paris,1187,2019-08-04
323,1110114852171753734,258,9,2020-06-27,Hong Kong,Moscow,1186,2020-04-29
324,1024617153591527901,421,22,2020-11-08,Hong Kong,Osaka,1185,2020-10-10
325,8157581139229680216,167,18,2021-09-25,Sydney,Los Angeles,1183,2021-08-02
326,3669530915246155050,267,18,2021-10-07,Kiev,Beijing,1181,2021-08-20
327,2438042498167199916,452,3,2022-02-15,Beijing,Tokyo,1181,2022-01-07
328,256311020220596220,406,7,2019-07-09,Stockholm,Sofia,1180,2019-05-27
329,6284548129040864928,188,14,2019-09-29,Berlin,Dubai,1179,2019-07-26
330,133794833409670777,96,22,2020-07-18,Sao Paolo,Tokyo,1178,2020-07-12
331,2674765586893313172,191,17,2019-04-13,Paris,Sydney,1177,2019-04-09
